Date,Open,High,Low,Close,Adj Close,Volume
1/16/2023,241.570007,242.380005,230.679993,240.220001,238.108704,94041500
1/23/2023,241.100006,249.830002,230.899994,248.160004,245.978943,198648400
1/30/2023,244.509995,264.690002,242.199997,258.350006,256.079407,152686100
2/6/2023,257.440002,276.76001,254.779999,263.100006,260.787598,196239000
2/13/2023,267.640015,274.970001,256,258.059998,255.791931,170204900
2/20/2023,254.479996,256.839996,248.100006,249.220001,247.648361,105098500
2/27/2023,252.460007,255.619995,245.610001,255.289993,253.680054,126814600
3/6/2023,256.429993,260.119995,247.600006,248.589996,247.022324,117910500
3/13/2023,247.399994,283.329987,245.729996,279.429993,277.667816,237284200
3/20/2023,276.980011,281.059998,269.519989,280.570007,278.800659,177681500
3/27/2023,280.5,289.269989,272.049988,288.299988,286.481873,131625200
4/3/2023,286.519989,292.079987,282.029999,291.600006,289.761108,102542700
4/10/2023,289.209991,289.899994,281.640015,286.140015,284.335541,122993600
4/17/2023,289.929993,291.76001,283.059998,285.76001,283.957916,106069100
4/24/2023,282.089996,308.929993,275.369995,307.26001,305.322327,219891700
5/1/2023,306.970001,311.970001,303.399994,310.649994,308.690948,120760400
5/8/2023,310.130005,313,306.089996,308.970001,307.021545,124175700
5/15/2023,309.100006,319.040009,307.589996,318.339996,316.332458,122187300
5/22/2023,318.600006,333.399994,312.609985,332.890015,331.513855,158230100
5/29/2023,335.230011,337.5,324.720001,335.399994,334.013428,128091600
6/5/2023,335.220001,338.559998,322.5,326.790009,325.439056,128213000
6/12/2023,328.579987,351.470001,325.160004,342.329987,340.914795,158648100
6/19/2023,339.309998,342.079987,332.070007,335.019989,333.63501,98134700
6/26/2023,333.720001,342.730011,328.48999,340.540009,339.132202,109955000
7/3/2023,339.190002,342.98999,334.730011,337.220001,335.825928,80027600
7/10/2023,334.600006,351.429993,327,345.23999,343.812744,138354300
7/17/2023,345.679993,366.779999,339.829987,343.769989,342.348846,228116800
7/24/2023,345.850006,351.890015,329.049988,338.369995,336.971161,194819700
7/31/2023,336.920013,338.540009,325.950012,327.779999,326.424957,113500600
8/7/2023,328.369995,331.109985,319.209991,321.01001,319.682953,106898700
8/14/2023,321.390015,325.089996,311.549988,316.480011,315.171661,102503300
8/21/2023,317.929993,332.980011,317.040009,322.980011,322.325806,106273900
8/28/2023,325.660004,331.98999,321.720001,328.660004,327.994293,90657400
9/4/2023,329,336.160004,328.660004,334.269989,333.592896,74000800
9/11/2023,337.23999,340.859985,329.649994,330.220001,329.551117,108627100
9/18/2023,327.799988,330.399994,315,317.01001,316.367889,111754000
9/25/2023,316.589996,319.470001,309.450012,315.75,315.110443,107367600
10/2/2023,316.279999,329.190002,311.209991,327.26001,326.597137,104934700
10/9/2023,324.75,333.829987,323.179993,327.730011,327.066193,100897000
10/16/2023,331.049988,336.880005,325.450012,326.670013,326.008331,113714800
10/23/2023,325.470001,346.200012,324.390015,329.809998,329.141968,178267100
10/30/2023,333.410004,354.390015,331.829987,352.799988,352.085388,119224300
11/6/2023,353.450012,370.100006,353.350006,369.670013,368.921234,129319400
11/13/2023,368.220001,376.350006,365.899994,369.850006,369.100861,141869800
11/20/2023,371.220001,379.790009,371,377.429993,377.429993,114410100
11/27/2023,376.779999,384.299988,371.309998,374.51001,374.51001,135170500
12/4/2023,369.100006,374.459991,362.899994,374.230011,374.230011,119574100
12/11/2023,368.480011,377.640015,364.130005,370.730011,370.730011,205258300
12/18/2023,369.450012,376.029999,368.679993,374.579987,374.579987,103522400
12/25/2023,375,377.160004,372.809998,376.040009,376.040009,60628500
1/1/2024,373.859985,375.899994,366.5,367.75,367.75,90230600
1/8/2024,369.299988,390.679993,369.01001,388.470001,388.470001,118974700
1/15/2024,393.660004,394.029999,384.809998,389.470001,389.470001,49416700
1/18/2024,387.980011,392.970001,390.709991,392.880005,392.880005,2696501
